id,Difference Between Dates,quantity,demand,short_composition1
53691,50,37,1.0,Cefpodoxime Proxetil (100mg/5ml)
53693,36,22,1.0,Ceftriaxone (500mg)
53702,99,64,1.0,Cefixime (50mg)
53706,20,25,2.0,Cefixime (200mg) 
53723,26,27,2.0,Cefadroxil (250mg)
53740,69,36,1.0,Paracetamol (125mg) 
53771,94,64,1.0,Chlorpromazine (50mg) 
53773,37,34,1.0,Cefpodoxime Proxetil (100mg)
53774,49,27,1.0,Amoxycillin (250mg) 
53775,90,53,1.0,Cefpodoxime Proxetil (100mg)
53776,67,53,1.0,Cefixime (200mg/5ml)
53784,19,22,2.0,Chloroquine (250mg)
53804,82,50,1.0,Cefalexin (125mg)
53807,90,63,1.0,Levofloxacin (500mg) 
53818,64,49,1.0,Levocetirizine (5mg) 
53821,77,47,1.0,Cefpodoxime Proxetil (100mg)
53840,23,26,2.0,Cefpodoxime Proxetil (200mg) 
53845,72,38,1.0,Meropenem (125mg)
53850,41,33,1.0,Ofloxacin (50mg/5ml) 
53868,60,36,1.0,Ceftriaxone (1000mg)
53880,27,31,2.0,Cefixime (50mg) 
53883,52,26,1.0,Ceftazidime (1000mg) 
53888,63,32,1.0,Ciprofloxacin (500mg) 
53890,82,46,1.0,Ceftriaxone (1000mg)
53898,77,56,1.0,Ambroxol (15mg/5ml) 
53900,5,18,3.0,Methylcobalamin (2500mcg)
53901,67,35,1.0,Ceftriaxone (1000mg) 
53910,54,47,1.0,Cefixime (50mg)
53922,51,28,1.0,Ceftriaxone (1000mg)
53959,80,56,1.0,Rifampicin (450mg) 
53967,25,30,2.0,Ceftazidime (250mg)
53975,77,51,1.0,Cefuroxime (1500mg)
53988,9,16,2.0,Cefixime (100mg)
54005,42,41,1.0,Cefadroxil (250mg/5ml)
54018,99,56,1.0,Glimepiride (2mg) 
54039,32,27,1.0,Cefixime (200mg) 
54051,50,39,1.0,Cefixime (200mg) 
54061,93,65,1.0,Cefoperazone (500mg) 
54062,70,42,1.0,Ceftriaxone (1000mg) 
54064,25,26,2.0,Cefixime (200mg) 
54067,38,20,1.0,Cefixime (50mg) 
54071,78,58,1.0,Cefixime (200mg) 
54073,99,68,1.0,Clarithromycin (1% w/w)
54074,36,33,1.0,Azithromycin (500mg)
54076,36,34,1.0,Sodium Picosulfate (5mg)
54083,81,57,1.0,Cyproheptadine (2mg) 
54084,56,45,1.0,Cefpodoxime Proxetil (50mg)
54094,57,43,1.0,Atorvastatin (10mg)
54110,71,47,1.0,Atorvastatin (5mg)
54118,70,40,1.0,Cefuroxime (250mg)
54125,70,46,1.0,Cefpodoxime Proxetil (50mg)
54126,12,20,2.0,Nimesulide (100mg) 
54129,95,58,1.0,Amikacin (500mg)
54132,67,34,1.0,Cefpodoxime Proxetil (100mg)
54134,66,36,1.0,Ceftriaxone (250mg) 
54165,67,41,1.0,Levocetirizine (2.5mg) 
54168,94,59,1.0,Cefpodoxime Proxetil (200mg)
54174,58,29,1.0,Cefixime (100mg)
54175,74,48,1.0,Amoxycillin  (1000mg) 
54177,51,41,1.0,Etoricoxib (120mg)
54188,53,35,1.0,Ofloxacin (200mg)
54192,69,35,1.0,Cytarabine (500mg)
54194,14,24,2.0,Ethambutol (800mg)
54196,89,48,1.0,Cefpodoxime Proxetil (100mg)
54203,79,57,1.0,Ciprofloxacin (250mg)
54213,91,53,1.0,Cefuroxime (250mg)
54215,93,51,1.0,Chlorpheniramine Maleate (4mg) 
54227,64,36,1.0,Cefuroxime (500mg) 
54239,74,52,1.0,Amoxycillin  (500mg) 
54249,93,58,1.0,Clobetasol (0.05% w/w) 
54252,60,34,1.0,Ceftazidime (250mg)
54258,52,35,1.0,Cefpodoxime Proxetil (50mg)
54272,15,15,2.0,Ceftriaxone (250mg) 
54289,35,35,2.0,Cefotaxime (250mg)
54302,91,65,1.0,Thiocolchicoside (4mg) 
54303,5,19,3.0,Amoxycillin  (500mg) 
54317,99,62,1.0,Cefpodoxime Proxetil (200mg)
54323,79,50,1.0,Cefixime (200mg) 
54356,33,19,1.0,Clopidogrel (75mg)
54360,23,27,2.0,Ambroxol (15mg) 
54366,25,28,2.0,Ceftriaxone (500mg) 
54373,85,49,1.0,Cefixime (100mg)
54376,45,34,1.0,Cefixime (100mg)
54381,74,45,1.0,Cefixime (50mg)
54384,42,23,1.0,Ceftriaxone (1000mg)
54436,19,25,2.0,Cefuroxime (250mg)
54447,29,28,1.0,Ceftriaxone (250mg)
54460,49,29,1.0,Ceftriaxone (1000mg)
54466,94,64,1.0,Cefpodoxime Proxetil (200mg)
54469,97,60,1.0,Cetirizine (10mg)
54520,76,49,1.0,Clobazam (5mg)
54546,62,42,1.0,Cefoperazone (1000mg) 
54558,67,43,1.0,Cefixime (100mg)
54565,78,43,1.0,Amoxycillin  (200mg) 
54566,35,23,1.0,Methylcobalamin (2500mcg)
54569,9,18,2.0,Phenylephrine (5mg/5ml) 
54576,77,55,1.0,Levosalbutamol (1mg/5ml) 
54577,79,43,1.0,Triamcinolone Acetonide (40mg)
54585,36,25,1.0,Citicoline (500mg)
54606,62,44,1.0,Cefixime (50mg)
54608,82,42,1.0,Ciprofloxacin (500mg)
54611,76,41,1.0,Ciprofloxacin (250mg)
54615,73,41,1.0,Ciprofloxacin (500mg)
54627,76,43,1.0,Cefixime (50mg)
54635,86,47,1.0,Cefpodoxime Proxetil (50mg)
54640,65,39,1.0,Glimepiride (1mg) 
54643,97,52,1.0,Meropenem (1gm)
54648,27,17,1.0,Ceftriaxone (1000mg) 
54688,44,33,1.0,Ceftriaxone (250mg)
54693,16,15,1.0,Cefixime (50mg)
54700,8,15,2.0,Carboplatin (450mg)
54705,66,51,1.0,Ceftriaxone (1000mg) 
54715,83,43,1.0,Ceftriaxone (1000mg) 
54721,38,25,1.0,Clobazam (20mg)
54722,21,27,2.0,Cisapride (10mg)
54724,60,50,1.0,Enalapril (10mg)
54728,51,26,1.0,Ambroxol (15mg/5ml) 
54730,43,36,1.0,Cefixime (50mg/5ml)
54732,6,19,3.0,Methylcobalamin (1500mcg)
54733,41,40,1.0,Citicoline (250mg)
54744,8,17,2.0,Cefpodoxime Proxetil (50mg) 
54746,58,37,1.0,Cefpodoxime Proxetil (100mg)
54747,70,41,1.0,Ceftriaxone (1000mg) 
54759,66,39,1.0,Cefixime (100mg/5ml)
54775,5,22,3.0,Cefixime (200mg) 
54783,90,53,1.0,Cefuroxime (250mg)
54787,53,28,1.0,Clindamycin (300mg)
54790,28,33,2.0,Cefixime (200mg)
54796,89,62,1.0,Ceftriaxone (250mg)
54801,84,42,1.0,Cefpodoxime Proxetil (200mg)
54804,95,49,1.0,Cefpodoxime Proxetil (50mg) 
54807,49,37,1.0,Cefixime (50mg)
54828,31,25,1.0,Amoxycillin  (250mg) 
54829,51,40,1.0,Cefpodoxime Proxetil (100mg/5ml)
54859,22,16,1.0,Amoxycillin  (200mg/5ml) 
54873,32,27,1.0,Carboplatin (150mg)
54875,57,32,1.0,Cefixime (50mg)
54878,39,27,1.0,Cefpodoxime Proxetil (50mg)
54890,89,63,1.0,Ceftriaxone (250mg)
54913,90,51,1.0,Cetirizine (5mg) 
54919,51,33,1.0,Amoxycillin  (200mg) 
54921,44,31,1.0,Ceftriaxone (1000mg) 
54936,39,26,1.0,Gliclazide (60mg)
54944,44,40,1.0,Domperidone (15mg) 
54956,23,31,2.0,Dicyclomine (10mg) 
54966,97,54,1.0,Diclofenac (50mg) 
54986,39,24,1.0,Ceftriaxone (250mg) 
54988,11,14,2.0,Ceftriaxone (1000mg) 
54994,54,39,1.0,Cefixime (200mg) 
55004,29,31,2.0,Ciprofloxacin (500mg) 
55006,33,19,1.0,Cefpodoxime Proxetil (200mg)
55016,61,49,1.0,Cefixime (200mg) 
55023,51,33,1.0,Cefpodoxime Proxetil (200mg) 
55026,33,28,1.0,Atorvastatin (10mg)
55049,28,17,1.0,Amoxycillin  (1000mg) 
55053,8,22,2.0,Ceftriaxone (1000mg) 
55058,17,28,2.0,Azithromycin (250mg) 
55064,45,32,1.0,Citicoline (500mg) 
55086,24,32,2.0,Albendazole (200mg)
55087,72,41,1.0,Fluconazole (200mg)
55093,71,49,1.0,Ceftriaxone (1000mg) 
55118,53,32,1.0,Itraconazole (100mg)
55136,86,62,1.0,Etoricoxib (90mg)
55145,28,18,1.0,Ceftriaxone (250mg) 
55150,55,46,1.0,Ciprofloxacin (250mg)
55154,16,23,2.0,Ciprofloxacin (500mg) 
55158,76,42,1.0,Ofloxacin (50mg) 
55169,11,15,2.0,Cefotaxime (125mg)
55180,70,36,1.0,Ceftriaxone (500mg)
55183,27,27,2.0,Amoxycillin  (1000mg) 
55186,60,33,1.0,Ornidazole (500mg)
55189,67,38,1.0,Cefalexin (500mg)
55205,43,40,1.0,Ceftriaxone (1000mg)
55210,39,33,1.0,Ampicillin (125mg) 
55225,58,36,1.0,Cefixime (100mg)
55249,95,65,1.0,Aceclofenac (100mg) 
55279,58,34,1.0,Ceftriaxone (1gm)
55287,75,45,1.0,Ciprofloxacin (500mg)
55301,71,50,1.0,Cefixime (50mg)
55306,90,63,1.0,Cefixime (100mg)
55310,8,17,2.0,Cetirizine (10mg)
55313,71,41,1.0,Gliclazide (80mg) 
55319,14,14,2.0,Ceftriaxone (500mg)
55320,59,30,1.0,Triamcinolone (40mg)
55330,94,64,1.0,Rabeprazole (20mg)
55339,66,38,1.0,Domperidone (30mg) 
55354,16,25,2.0,Cefixime (200mg) 
55357,55,34,1.0,Cefpodoxime Proxetil (50mg)
55366,52,30,1.0,Cefpodoxime Proxetil (200mg)
55368,44,41,1.0,Deflazacort (6mg)
55385,41,28,1.0,Ceftriaxone (250mg)
55386,90,49,1.0,Cefuroxime (250mg)
55397,76,38,1.0,Cefpodoxime Proxetil (100mg)
55412,52,38,1.0,Cefuroxime (250mg)
55446,17,21,2.0,Cefixime (100mg) 
55452,51,40,1.0,Ciprofloxacin (500mg) 
55453,10,18,2.0,Ampicillin (125mg) 
55459,47,31,1.0,Cefixime (100mg)
55461,36,38,2.0,Cefalexin (500mg) 
55481,98,58,1.0,Cefuroxime (750mg)
55482,49,42,1.0,Omeprazole (20mg)
55490,94,52,1.0,Ceftriaxone (250mg) 
55492,48,44,1.0,Ciprofloxacin (500mg) 
55493,29,30,2.0,Cefalexin (500mg)
55496,66,38,1.0,Ceftazidime (1gm)
55511,75,53,1.0,Citicoline (500mg) 
55523,73,46,1.0,Amoxycillin (125mg)
55536,64,33,1.0,Cefpodoxime Proxetil (200mg)
55552,43,29,1.0,Cefixime (100mg)
55574,37,26,1.0,Cefixime (100mg)
55580,74,52,1.0,Cefixime (100mg)
55584,45,38,1.0,Telmisartan (80mg) 
55591,20,25,2.0,Amoxycillin (500mg) 
55611,23,23,2.0,Cefpodoxime Proxetil (200mg) 
55616,56,39,1.0,Etoricoxib (60mg) 
55650,36,23,1.0,Roxithromycin (150mg)
55668,63,48,1.0,Clonazepam (0.25mg)
55672,33,32,1.0,Cefixime (200mg)
55674,29,21,1.0,Amlodipine (10mg)
55677,29,20,1.0,Amoxycillin  (200mg) 
55688,85,56,1.0,Ceftriaxone (500mg)
55695,59,42,1.0,Ampicillin (250mg) 
55717,11,20,2.0,Ceftriaxone (1gm)
55721,47,33,1.0,Ceftriaxone (1000mg) 
55737,59,40,1.0,Ceftriaxone (500mg)
55745,44,30,1.0,Cefadroxil (250mg)
55752,58,41,1.0,Cefuroxime (125mg)
55759,52,31,1.0,Cefpodoxime Proxetil (200mg)
55769,44,29,1.0,Cefuroxime (500mg)
55776,24,16,1.0,Levocetirizine (5mg)
55795,98,54,1.0,Clindamycin (1% w/w)
55798,50,44,1.0,Ceftriaxone (1000mg) 
55803,90,56,1.0,Citicoline (250mg)
55811,31,30,1.0,Ceftriaxone (250mg) 
55823,49,27,1.0,Cefixime (50mg)
55824,12,17,2.0,Cefixime (200mg) 
55826,21,26,2.0,Cefixime (50mg/4ml) 
55847,92,46,1.0,Cyproheptadine (2mg) 
55848,95,52,1.0,Cyproheptadine (2mg) 
55865,91,64,1.0,Ceftriaxone (1000mg) 
55880,82,48,1.0,Cefixime (50mg)
55929,65,43,1.0,Cefixime (200mg) 
55930,52,33,1.0,Cefixime (50mg) 
55935,42,29,1.0,Colistimethate Sodium (2Million IU)
55936,92,60,1.0,Ofloxacin (200mg) 
55940,17,27,2.0,Glimepiride (2mg) 
55946,26,21,1.0,Ceftriaxone (1000mg)
55957,63,49,1.0,Aceclofenac (100mg) 
55974,7,14,2.0,Cefpodoxime Proxetil (200mg) 
55987,46,39,1.0,Ciprofloxacin (250mg)
55993,64,41,1.0,Cefadroxil (500mg)
55997,58,30,1.0,Ceftazidime (250mg)
56005,47,24,1.0,Cefpodoxime Proxetil (50mg)
56026,65,48,1.0,Ceftriaxone (1000mg) 
56042,59,44,1.0,Ciprofloxacin (500mg) 
56047,64,49,1.0,Cefixime (200mg) 
56052,42,39,1.0,Ceftriaxone (250mg) 
56062,12,23,2.0,Ceftriaxone (500mg)
56072,44,22,1.0,Ceftriaxone (1000mg)
56074,96,52,1.0,Cefpodoxime Proxetil (50mg/5ml)
56080,45,24,1.0,Cefixime (200mg) 
56098,68,45,1.0,Ceftriaxone (500mg) 
56099,14,17,2.0,Amoxycillin  (1000mg) 
56105,81,43,1.0,Cefuroxime (250mg)
56118,79,41,1.0,Artemether (80mg) 
56129,70,40,1.0,Cefuroxime (750mg)
56132,68,43,1.0,Cefoperazone (0.5gm) 
56134,38,28,1.0,Cefoperazone (0.5gm) 
56140,52,30,1.0,Ceftriaxone (1000mg) 
56147,60,37,1.0,Cefixime (100mg)
56161,74,50,1.0,Caffeine (20mg) 
56195,35,23,1.0,Cefpodoxime Proxetil (100mg)
56198,84,42,1.0,Aceclofenac (100mg) 
56210,35,24,1.0,Cefixime (50mg)
56246,92,55,1.0,Cefixime (100mg)
56248,41,32,1.0,Gliclazide (80mg) 
56262,36,37,2.0,Ceftriaxone (1000mg) 
56275,88,47,1.0,Cefpodoxime Proxetil (200mg)
56287,60,33,1.0,Cefixime (100mg)
56299,92,48,1.0,Domperidone (1mg)
56324,44,31,1.0,Cefixime (50mg)
56339,89,52,1.0,Ciprofloxacin (500mg) 
56355,58,47,1.0,Amikacin (250mg)
56373,41,24,1.0,Cefixime (200mg)
56378,70,48,1.0,Cefixime (100mg)
56391,68,52,1.0,Cefixime (200mg) 
56393,63,35,1.0,Cefoperazone (500mg) 
56399,74,38,1.0,Citicoline (250mg)
56429,25,25,2.0,Levocetirizine (2.5mg/5ml) 
56439,81,56,1.0,Gabapentin (300mg) 
56440,6,13,2.0,Cefixime (50mg) 
56450,43,34,1.0,Cefpodoxime Proxetil (200mg)
56453,75,57,1.0,Montelukast (10mg) 
56461,46,28,1.0,Glimepiride (2mg) 
56466,57,48,1.0,Cefpodoxime Proxetil (100mg)
56478,94,56,1.0,Cefixime (100mg)
56492,37,22,1.0,Pregabalin (75mg) 
56524,20,18,1.0,Amoxycillin  (200mg) 
56532,19,27,2.0,Paracetamol (500mg)
56563,16,18,2.0,Ceftriaxone (250mg)
56579,87,61,1.0,Paclitaxel (260mg)
56609,87,49,1.0,Chloramphenicol (125mg/5ml)
56615,70,36,1.0,Tramadol (37.5mg) 
56628,46,24,1.0,Chlorpheniramine Maleate (1mg/5ml) 
56645,44,38,1.0,Ceftriaxone (1000mg)
56666,57,33,1.0,Citicoline (500mg) 
56669,68,52,1.0,Cefpodoxime Proxetil (50mg)
56670,71,46,1.0,Cefixime (100mg)
56686,89,63,1.0,Ceftriaxone (1000mg) 
56703,71,36,1.0,Ceftriaxone (250mg) 
56712,93,55,1.0,Cefpodoxime Proxetil (100mg)
56729,44,37,1.0,Chlorpheniramine Maleate (2mg/5ml) 
56736,15,27,2.0,Cefixime (50mg)
56750,91,55,1.0,Etoricoxib (90mg)
56752,75,48,1.0,Cefuroxime (1500mg)
56755,38,30,1.0,Ciprofloxacin (0.3% w/v)
56756,84,55,1.0,Alprazolam (0.5mg)
56790,93,64,1.0,Pioglitazone (30mg)
56809,10,22,2.0,Chlorpromazine (100mg) 
56822,93,64,1.0,Amlodipine (5mg)
56830,21,29,2.0,Clopidogrel (75mg)
56831,20,29,2.0,Fluconazole (100mg)
56834,29,29,2.0,Clindamycin (NA)
56852,23,28,2.0,Ceftriaxone (1000mg)
56854,36,34,1.0,Cefixime (50mg)
56863,75,57,1.0,Amoxycillin  (1000mg) 
56870,70,45,1.0,Ceftriaxone (1000mg)
56871,19,20,2.0,Cefixime (100mg)
56894,21,20,1.0,Ceftriaxone (1000mg) 
56921,28,26,1.0,Mefenamic Acid (50mg/5ml) 
56927,37,35,1.0,Ceftriaxone (1000mg) 
56932,25,18,1.0,Cefoperazone (1000mg) 
56935,66,48,1.0,Cefpodoxime Proxetil (200mg) 
56944,70,54,1.0,Levocetirizine (2.5mg)
56961,74,57,1.0,Cefpodoxime Proxetil (50mg/5ml)
56963,87,50,1.0,Cefpodoxime Proxetil (100mg)
56969,41,28,1.0,Etoricoxib (120mg)
56974,68,41,1.0,Cefuroxime (250mg) 
56981,38,32,1.0,Nandrolone Decanoate (25mg)
57001,72,37,1.0,Fexofenadine (120mg)
57028,73,52,1.0,Amoxycillin  (1000mg) 
57033,55,44,1.0,Ceftriaxone (250mg)
57041,5,13,2.0,Ceftriaxone (250mg) 
57043,95,66,1.0,Amoxycillin (250mg)
57049,93,64,1.0,Cefixime (200mg) 
57051,47,26,1.0,Ceftriaxone (1000mg)
57055,12,17,2.0,Ceftriaxone (250mg)
57058,95,61,1.0,Arteether (150mg)
57061,27,17,1.0,Aspirin (75mg) 
57065,54,34,1.0,Piperacillin (4000mg) 
57073,86,60,1.0,Ceftriaxone (500mg) 
57074,50,41,1.0,Amoxycillin  (200mg) 
57087,56,43,1.0,Ciprofloxacin (500mg) 
57103,68,46,1.0,Ceftazidime (250mg)
57123,56,39,1.0,Ondansetron (2mg/5ml)
57125,48,32,1.0,Cefixime (50mg)
57134,40,28,1.0,Cefixime (100mg)
57143,29,18,1.0,Ceftriaxone (250mg) 
57147,56,32,1.0,Cefuroxime (250mg)
57148,15,20,2.0,Citicoline (250mg)
57160,11,21,2.0,Ceftriaxone (500mg)
57172,66,47,1.0,Ceftriaxone (1000mg)
57209,99,60,1.0,Ceftazidime (1000mg)
57221,80,50,1.0,Ceftriaxone (1000mg) 
57228,12,19,2.0,Cefixime (50mg/5ml)
57233,53,31,1.0,Cefixime (100mg)
57234,98,65,1.0,Ceftriaxone (1000mg)
57238,59,30,1.0,Cefoperazone (1000mg) 
57240,46,25,1.0,Bromhexine (4mg/5ml) 
57257,30,22,1.0,Ceftriaxone (500mg)
57274,75,42,1.0,Alpha-Beta Arteether (150mg)
57287,59,31,1.0,Cefixime (100mg)
57290,17,23,2.0,Cefuroxime (500mg)
57312,18,25,2.0,Amoxycillin  (500mg) 
57318,90,45,1.0,Ceftriaxone (1gm)
57322,40,40,2.0,Ceftriaxone (500mg) 
57334,75,44,1.0,Ciprofloxacin (100mg)
57350,59,36,1.0,Ciprofloxacin (500mg)
57351,91,59,1.0,Ciprofloxacin (500mg) 
57356,73,51,1.0,Amlodipine (5mg) 
57360,98,65,1.0,Cefixime (100mg)
57372,9,20,2.0,Ceftazidime (1000mg)
57375,88,52,1.0,Ciprofloxacin (250mg)
57386,28,32,2.0,Amikacin (100mg)
57401,50,26,1.0,Cefuroxime (250mg)
57415,40,32,1.0,Cefuroxime (1500mg)
57420,89,48,1.0,Ceftriaxone (250mg)
57422,45,29,1.0,Cefpodoxime Proxetil (50mg)
57427,39,23,1.0,Cefixime (50mg) 
57434,52,31,1.0,Ceftriaxone (500mg)
57442,51,28,1.0,Alpha-Beta Arteether (150mg)
57443,45,35,1.0,Ceftriaxone (250mg) 
57459,24,26,2.0,Amisulpride (50mg)
57479,30,20,1.0,Cefixime (50mg/5ml)
57514,96,56,1.0,Cefpodoxime Proxetil (50mg)
57516,44,27,1.0,Ceftriaxone (1000mg) 
57526,54,43,1.0,Cefpodoxime Proxetil (50mg/5ml)
57530,16,21,2.0,Ceftriaxone (500mg) 
57535,82,58,1.0,Cefoperazone (1000mg) 
57544,48,28,1.0,Ceftriaxone (1000mg)
57551,40,38,1.0,Cefpodoxime Proxetil (50mg)
57568,90,45,1.0,Cefixime (50mg)
57569,47,40,1.0,Meropenem (1000mg)
57572,11,13,2.0,Ceftriaxone (1000mg) 
57577,57,45,1.0,Ceftriaxone (500mg)
57585,31,22,1.0,Ceftriaxone (500mg)
57589,90,52,1.0,Citicoline (500mg) 
57596,68,48,1.0,Cefuroxime (250mg)
57605,65,39,1.0,Rabeprazole (20mg)
57619,20,27,2.0,Cefixime (200mg) 
57631,14,17,2.0,Cefixime (100mg) 
57635,68,37,1.0,Ceftriaxone (250mg)
57639,64,47,1.0,Cefixime (100mg) 
57653,24,27,2.0,Cefixime (100mg)
57654,9,21,2.0,Cefixime (50mg)
57655,80,44,1.0,Ceftriaxone (1000mg) 
57667,21,18,1.0,Ceftriaxone (1000mg)
57690,43,25,1.0,Ceftriaxone (250mg) 
57695,14,24,2.0,Cefoperazone (1000mg) 
57705,62,45,1.0,Ceftriaxone (1000mg) 
57719,96,57,1.0,Ceftriaxone (1000mg) 
57734,43,22,1.0,Ofloxacin (50mg)
57740,92,58,1.0,Ceftriaxone (1000mg) 
57758,47,39,1.0,Cefpodoxime Proxetil (50mg)
57760,18,15,1.0,Cefpodoxime Proxetil (200mg)
57763,12,26,2.0,Ceftriaxone (1000mg) 
57764,32,36,2.0,Ciprofloxacin (500mg)
57781,52,35,1.0,Ceftriaxone (1000mg) 
57788,28,24,1.0,Chlorpheniramine Maleate (0.5mg) 
57823,34,33,1.0,Amoxycillin (500mg) 
57825,5,21,3.0,Ceftriaxone (250mg) 
57827,54,36,1.0,Cefixime (200mg) 
57831,31,27,1.0,Cefpodoxime Proxetil (50mg/5ml)
57834,15,23,2.0,Diclofenac (75mg)
57839,71,41,1.0,Ciprofloxacin (500mg) 
57846,56,33,1.0,Piperacillin (4000mg) 
57871,69,39,1.0,Fluconazole (150mg)
57880,87,44,1.0,Ciprofloxacin (250mg)
57898,29,20,1.0,Etoricoxib (90mg) 
57923,82,61,1.0,Ceftriaxone (500mg)
57928,84,49,1.0,Ceftriaxone (1000mg)
57961,96,67,1.0,Cefpodoxime Proxetil (50mg)
57966,28,31,2.0,Cefixime (50mg)
57990,58,30,1.0,Ciprofloxacin (250mg)
58017,33,23,1.0,Amoxycillin (125mg)
58048,23,21,1.0,Cefpodoxime Proxetil (50mg)
58057,89,61,1.0,Cyproheptadine (2mg) 
58059,34,22,1.0,Cefixime (50mg)
58061,95,66,1.0,Ceftriaxone (250mg) 
58070,56,28,1.0,Amoxycillin  (200mg) 
58080,14,23,2.0,Cefixime (200mg) 
58091,8,21,2.0,Cefixime (50mg)
58096,13,16,2.0,Domperidone (15mg) 
58099,21,23,2.0,Cefixime (200mg) 
58111,36,23,1.0,Cefoperazone (500mg) 
58115,63,44,1.0,Cefuroxime (750mg)
58143,18,22,2.0,Ceftriaxone (250mg) 
58152,14,22,2.0,Cefixime (200mg) 
58155,73,40,1.0,Gabapentin (300mg) 
58192,81,51,1.0,Cefixime (200mg) 
58193,57,32,1.0,Cefadroxil (125mg)
58206,13,16,2.0,Ciprofloxacin (500mg)
58208,74,38,1.0,Ceftriaxone (500mg)
58212,80,51,1.0,Cyproheptadine (2mg) 
58218,35,27,1.0,Cefixime (200mg) 
58222,10,14,2.0,Diacerein (50mg) 
58226,89,61,1.0,Bromelain (90mg) 
58230,35,20,1.0,Irinotecan (100mg)
58240,70,36,1.0,Doxylamine (10mg) 
58258,66,43,1.0,Bisacodyl (5mg)
58277,42,31,1.0,Gliclazide (60mg)
58289,95,57,1.0,Caffeine (30mg) 
58294,95,61,1.0,Lactobacillus (2.5Billion cells)
58304,49,36,1.0,Ethinyl Estradiol (0.05mg) 
58307,80,50,1.0,Paracetamol (300mg) 
58311,61,38,1.0,Deflazacort (6mg)
58326,85,61,1.0,Donepezil (5mg)
58351,50,32,1.0,Meclizine (25mg)
58355,95,60,1.0,Divalproex (250mg)
58363,86,59,1.0,Torasemide (20mg)
58368,71,54,1.0,Miconazole (2% w/w)
58379,69,46,1.0,Diclofenac (50mg) 
58386,42,40,1.0,Dapagliflozin (10mg)
58390,24,20,1.0,Tamsulosin  (0.4mg) 
58403,85,50,1.0,Tadalafil (10mg) 
58406,90,65,1.0,Duloxetine (30mg)
58408,94,53,1.0,Donepezil (5mg) 
58409,48,39,1.0,Deflazacort (30mg)
58419,35,31,1.0,Dapagliflozin (10mg) 
58431,88,47,1.0,Glimepiride (1mg) 
58438,77,45,1.0,Sodium Chloride (NA)
58441,84,48,1.0,Levosalbutamol (100mcg) 
58461,81,46,1.0,Chlorpheniramine Maleate (2mg) 
58462,69,47,1.0,Gabapentin (8% w/w) 
58480,86,61,1.0,Darifenacin (7.5mg)
58486,16,28,2.0,Doxofylline (650mg)
58497,8,22,2.0,Torasemide (40mg)
58514,60,49,1.0,Diethylcarbamazine (100mg) 
58521,45,41,1.0,Chlorpheniramine Maleate (2mg) 
58529,81,45,1.0,Sertraline (25mg)
58531,89,54,1.0,Clobetasol (0.05% w/w) 
58536,83,58,1.0,Doxycycline (100mg) 
58559,78,47,1.0,Clonazepam (0.25mg) 
58579,78,46,1.0,Clobetasol (0.05% w/w) 
58597,94,65,1.0,Dicyclomine (10mg) 
58607,14,21,2.0,Ambroxol (30mg) 
58613,42,36,1.0,Nandrolone Decanoate (25mg)
58627,57,41,1.0,Dextromethorphan Hydrobromide (NA)
58641,5,19,3.0,Chlorzoxazone (500mg) 
58670,23,22,1.0,Dapoxetine (30mg)
58684,84,45,1.0,Diclofenac (75mg)
58693,77,51,1.0,Papain (521700units) 
58704,50,41,1.0,Chlorzoxazone (250mg) 
58713,34,32,1.0,Nandrolone Decanoate (50mg)
58724,76,55,1.0,Clonazepam (0.5mg) 
58749,54,27,1.0,Pancreatin (150mg)
58752,60,50,1.0,Atorvastatin (10mg) 
58760,20,28,2.0,Dapagliflozin (5mg)
58765,73,50,1.0,Dydrogesterone (10mg)
58788,31,24,1.0,Domperidone (10mg)
58789,34,28,1.0,Cefadroxil (500mg) 
58795,81,48,1.0,Dapagliflozin (5mg) 
58797,67,39,1.0,Dorzolamide (2% w/v)
58807,84,56,1.0,Diltiazem (2% w/w)
58811,46,36,1.0,Levosalbutamol (100mcg) 
58823,96,52,1.0,Phenytoin (100mg)
58830,14,27,2.0,Divalproex (250mg)
58835,21,20,1.0,Doxycycline (100mg) 
58844,30,30,2.0,Dapagliflozin (5mg)
58852,45,32,1.0,Diclofenac (25mg/ml)
58858,36,25,1.0,Clobetasol (0.05% w/w) 
58862,55,37,1.0,Desvenlafaxine (100mg) 
58869,50,39,1.0,Darbepoetin alfa (40mcg)
58870,43,36,1.0,Dapagliflozin (10mg)
58907,74,40,1.0,Bisacodyl (5mg)
58911,87,45,1.0,Betahistine (16mg)
58914,84,59,1.0,Beclometasone (0.025% w/w) 
58915,16,17,2.0,Drotaverine (80mg) 
58927,79,51,1.0,Triamcinolone (40mg)
58945,18,28,2.0,Nandrolone Decanoate (50mg)
58946,7,23,3.0,Valsartan (80mg)
58948,67,43,1.0,Diclofenac (25mg)
58955,89,62,1.0,Aspirin (75mg) 
58958,42,35,1.0,Formoterol (6mcg) 
58959,11,18,2.0,Deflazacort (6mg)
58976,92,48,1.0,Dapagliflozin (10mg) 
58977,38,21,1.0,Clobetasol (0.05% w/w) 
58978,45,31,1.0,Drotaverine (40mg)
58991,83,44,1.0,Doxycycline (100mg) 
59000,35,33,1.0,Ketoconazole (2% w/w) 
59010,75,50,1.0,Gliclazide (30mg)
59012,65,37,1.0,Nandrolone Decanoate (50mg)
